# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "../../../../local_scratch/ClINT/RawData/ref_genome.gff" "-o" "./vartable_output/Patient1/featureCounts/fc_output.txt" "-t" "gene" "-g" "locus_tag" "../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam" "../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam" "../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam" "-T" "10"
Geneid	Chr	Start	End	Strand	Length	../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam	../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam	../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam
ACCFDFCE_00257	1	296566	297066	+	501	226	132	232
ACCFDFCE_00258	1	297077	297577	+	501	180	94	167
ACCFDFCE_00259	1	297588	298088	+	501	154	88	171
ACCFDFCE_00260	1	298099	298587	+	489	109	66	133
ACCFDFCE_00261	1	299210	299584	+	375	424	271	701
ACCFDFCE_00262	1	299737	300135	+	399	1228	719	1540
ACCFDFCE_00263	1	300351	301175	-	825	119	100	35
ACCFDFCE_00264	1	301412	302719	-	1308	12	12	26
ACCFDFCE_00265	1	303303	304193	+	891	206	203	446
ACCFDFCE_00266	1	304442	305491	+	1050	32	33	26
ACCFDFCE_00267	1	305504	306181	+	678	53	57	45
ACCFDFCE_00268	1	306389	307420	+	1032	71	183	77
ACCFDFCE_00269	1	307763	308881	+	1119	7	12	7
ACCFDFCE_00270	1	308856	309779	+	924	9	18	10
ACCFDFCE_00271	1	309790	311010	+	1221	10	17	10
ACCFDFCE_00272	1	311115	312647	-	1533	32	114	170
ACCFDFCE_00273	1	312687	313568	-	882	37	112	169
ACCFDFCE_00274	1	313726	314586	+	861	33	38	46
ACCFDFCE_00275	1	314864	315664	-	801	58	58	111
ACCFDFCE_00276	1	315804	316472	+	669	25	44	75
ACCFDFCE_00277	1	316599	317960	-	1362	37	16	5
ACCFDFCE_00278	1	318330	320402	+	2073	800	239	111
ACCFDFCE_00279	1	320644	321471	-	828	22	26	28
ACCFDFCE_00280	1	321544	322743	-	1200	7	5	7
ACCFDFCE_00281	1	323045	324046	+	1002	14	11	35
ACCFDFCE_00282	1	324080	324412	+	333	11	9	25
ACCFDFCE_00283	1	324413	325213	+	801	10	8	21
ACCFDFCE_00284	1	325203	326147	+	945	11	10	28
ACCFDFCE_00285	1	326125	327147	+	1023	9	9	27
ACCFDFCE_00286	1	327462	328487	+	1026	54	35	46
ACCFDFCE_00287	1	328580	329926	-	1347	1463	1072	443
ACCFDFCE_00288	1	329941	330225	-	285	1451	1190	473
ACCFDFCE_00289	1	330227	330670	-	444	1055	982	406
ACCFDFCE_00290	1	330675	332630	-	1956	810	1145	419
ACCFDFCE_00291	1	332842	333261	+	420	33	53	76
ACCFDFCE_00292	1	333368	334723	+	1356	2	3	2
ACCFDFCE_00293	1	334827	335267	+	441	6	7	6
ACCFDFCE_00294	1	335350	336708	-	1359	107	146	203
ACCFDFCE_00295	1	337016	337942	+	927	71	76	100
ACCFDFCE_00296	1	337956	339017	+	1062	95	104	129
ACCFDFCE_00297	1	339031	339597	+	567	69	79	97
ACCFDFCE_00298	1	339657	340652	-	996	39	161	95
ACCFDFCE_00299	1	340778	341031	-	254	8	4	4
ACCFDFCE_00300	1	341071	341616	+	546	171	178	102
ACCFDFCE_00301	1	341884	342738	+	855	22	38	12
ACCFDFCE_00302	1	342735	343964	+	1230	16	34	14
ACCFDFCE_00303	1	343945	345657	+	1713	10	27	12
ACCFDFCE_00304	1	345750	346355	-	606	63	444	156
ACCFDFCE_00305	1	346468	346683	-	216	98	591	242
ACCFDFCE_00306	1	346792	347181	-	390	27	17	72
ACCFDFCE_00307	1	347422	347625	+	204	59	45	41
ACCFDFCE_00308	1	347622	348335	+	714	61	71	58
ACCFDFCE_00309	1	348360	349202	+	843	85	110	80
ACCFDFCE_00310	1	349202	349831	+	630	87	117	72
ACCFDFCE_00311	1	350198	351331	-	1134	11	18	16
ACCFDFCE_00312	1	351870	353051	+	1182	83	89	126
ACCFDFCE_00313	1	353134	353886	-	753	37	46	35
ACCFDFCE_00314	1	353929	356157	-	2229	23	26	12
ACCFDFCE_00315	1	356154	357995	-	1842	11	14	6
ACCFDFCE_00316	1	357964	359124	-	1161	8	10	4
ACCFDFCE_00317	1	359121	360224	-	1104	12	12	6
ACCFDFCE_00318	1	360290	360659	-	370	47	19	13
ACCFDFCE_00319	1	360888	361733	+	846	15	24	25
ACCFDFCE_00320	1	361890	362771	+	882	39	51	65
ACCFDFCE_00321	1	362801	363004	+	204	133	133	170
ACCFDFCE_00322	1	363016	364113	+	1098	57	87	95
ACCFDFCE_00323	1	364199	364390	-	192	23	30	32
ACCFDFCE_00324	1	364634	364930	+	297	366	377	519
ACCFDFCE_00325	1	364951	365454	+	504	289	336	435
ACCFDFCE_00326	1	365506	365748	+	243	49	52	72
ACCFDFCE_00327	1	365908	366003	-	96	0	0	1
ACCFDFCE_00328	1	366014	366988	-	975	4	5	4
ACCFDFCE_00329	1	366991	367281	-	291	6	6	7
ACCFDFCE_00330	1	367898	368509	+	612	12	11	8
ACCFDFCE_00331	1	368878	369246	+	369	1	1	0
ACCFDFCE_00332	1	369427	369999	+	573	8	12	14
ACCFDFCE_00333	1	370137	370400	-	264	250	634	1045
ACCFDFCE_00334	1	370700	370951	+	252	28	49	41
ACCFDFCE_00335	1	371377	371958	+	582	26	34	23
ACCFDFCE_00336	1	372024	372410	-	387	154	171	135
ACCFDFCE_00337	1	372662	373288	-	627	382	282	334
ACCFDFCE_00338	1	373361	373618	-	258	260	129	154
ACCFDFCE_00339	1	373733	375256	-	1524	3795	3953	2752
ACCFDFCE_00340	1	375272	375841	-	570	6943	6534	4544
ACCFDFCE_00341	1	376333	377088	+	756	394	513	770
ACCFDFCE_00342	1	377169	378557	-	1389	185	124	159
ACCFDFCE_00343	1	379534	380490	-	957	244	336	535
ACCFDFCE_00344	1	380608	381270	-	663	314	309	480
ACCFDFCE_00345	1	381413	381820	-	408	826	937	1492
ACCFDFCE_00346	1	382000	382102	+	103	29	37	54
ACCFDFCE_00347	1	382333	382911	+	579	437	789	848
ACCFDFCE_00348	1	382911	384179	+	1269	542	869	912
ACCFDFCE_00349	1	384217	385683	+	1467	1020	1699	1633
ACCFDFCE_00350	1	385708	387249	+	1542	864	1437	1277
ACCFDFCE_00351	1	387362	387898	-	537	30	20	21
ACCFDFCE_00352	1	388162	388259	-	98	8	10	6
ACCFDFCE_00353	1	388291	388995	-	705	7	6	8
ACCFDFCE_00354	1	389394	389666	-	273	4	12	9
ACCFDFCE_00355	1	389927	390079	-	153	30	44	40
ACCFDFCE_00356	1	390603	390962	-	360	148	184	579
ACCFDFCE_00357	1	390981	391826	-	846	91	116	381
ACCFDFCE_00358	1	392298	392978	+	681	2	5	3
ACCFDFCE_00359	1	393264	393959	+	696	1	1	1
ACCFDFCE_00360	1	394250	395320	+	1071	1	1	1
ACCFDFCE_00361	1	395685	396611	+	927	1	1	0
ACCFDFCE_00362	1	396975	397679	+	705	1	1	1
ACCFDFCE_00363	1	398125	398820	+	696	1	2	2
ACCFDFCE_00364	1	399241	399936	+	696	4	4	5
ACCFDFCE_00365	1	400280	400978	+	699	2	3	2
ACCFDFCE_00366	1	401358	402056	+	699	1	2	2
ACCFDFCE_00367	1	402422	403105	+	684	2	3	4
ACCFDFCE_00368	1	403369	404925	+	1557	53	95	78
ACCFDFCE_00369	1	404918	406129	+	1212	47	82	81
ACCFDFCE_00370	1	406512	407189	+	678	1	1	1
ACCFDFCE_00371	1	407211	408719	+	1509	4	3	5
ACCFDFCE_00372	1	408823	409131	-	309	1902	337	222
ACCFDFCE_00373	1	409469	410287	+	819	25	18	33
ACCFDFCE_00374	1	410306	411091	+	786	56	29	66
ACCFDFCE_00375	1	411271	412086	+	816	410	164	491
ACCFDFCE_00376	1	412076	413404	+	1329	539	214	597
ACCFDFCE_00377	1	413401	413724	+	324	718	265	728
ACCFDFCE_00378	1	413743	414057	+	315	584	213	638
ACCFDFCE_00379	1	414347	414541	-	195	88	99	85
ACCFDFCE_00380	1	414726	415928	+	1203	2	5	1
ACCFDFCE_00381	1	416522	416677	-	156	456	108	68
ACCFDFCE_00382	1	417517	419001	+	1485	17	153	86
ACCFDFCE_00383	1	419014	421719	+	2706	52	333	210
ACCFDFCE_00384	1	421881	422243	+	363	162	628	501
ACCFDFCE_00385	1	422926	423600	+	675	46	99	108
ACCFDFCE_00386	1	423637	424371	+	735	54	107	107
ACCFDFCE_00387	1	424549	424662	+	114	0	4	2
ACCFDFCE_00388	1	424827	426164	+	1338	3	4	3
ACCFDFCE_00389	1	426381	427295	+	915	4	6	16
ACCFDFCE_00390	1	427279	428421	+	1143	6	8	22
ACCFDFCE_00391	1	428715	429740	+	1026	5	7	5
ACCFDFCE_00392	1	429744	430403	+	660	5	6	4
ACCFDFCE_00393	1	430440	431282	+	843	13	18	12
ACCFDFCE_00394	1	431614	432618	+	1005	122	120	246
ACCFDFCE_00395	1	432803	433072	-	270	20	31	33
ACCFDFCE_00396	1	433221	433616	+	396	53	77	50
ACCFDFCE_00397	1	433606	434091	+	486	112	155	109
ACCFDFCE_00398	1	434260	435042	-	783	60	67	168
ACCFDFCE_00399	1	435039	436151	-	1113	34	45	92
ACCFDFCE_00400	1	436272	437156	-	885	14	21	19
ACCFDFCE_00401	1	437337	441836	+	4500	5	7	6
ACCFDFCE_00402	1	441854	443317	+	1464	6	9	10
ACCFDFCE_00403	1	443586	443678	+	93	6	8	5
ACCFDFCE_00404	1	444149	445576	+	1428	96	475	225
ACCFDFCE_00405	1	445640	447280	+	1641	38	138	76
ACCFDFCE_00406	1	447305	448033	+	729	49	131	81
ACCFDFCE_00407	1	448095	448364	+	270	9025	10230	8396
ACCFDFCE_00408	1	448672	449196	+	525	32	60	56
ACCFDFCE_00409	1	449265	450962	+	1698	101	121	128
ACCFDFCE_00410	1	451052	451369	+	318	622	768	816
ACCFDFCE_00411	1	451376	451972	+	597	439	555	507
ACCFDFCE_00412	1	452828	454376	+	1549	718	519	466
ACCFDFCE_00413	1	454746	457664	+	2919	1537	1146	1116
ACCFDFCE_00414	1	457741	457818	+	78	10	6	5
ACCFDFCE_00415	1	459294	460631	+	1338	21	41	37
ACCFDFCE_00416	1	460633	461250	+	618	35	53	55
ACCFDFCE_00417	1	461278	461607	+	330	575	777	597
ACCFDFCE_00418	1	461821	462747	+	927	102	137	162
ACCFDFCE_00419	1	462748	463551	+	804	92	136	153
ACCFDFCE_00420	1	463568	463915	+	348	68	115	119
ACCFDFCE_00421	1	464189	464914	+	726	7	17	9
ACCFDFCE_00422	1	464907	465155	+	249	9	13	11
ACCFDFCE_00423	1	465157	465996	+	840	12	19	19
ACCFDFCE_00424	1	466281	468254	+	1974	159	208	237
